code_insee,commune,dep,latitude,longitude
02759,La Vallée-au-Blé,,49.8591667,3.7897222
02760,La Vallée-Mulâtre,,50.0219444,3.5602778
02802,La Ville-aux-Bois-lès-Dizy,,49.6616769,3.9926892
02402,Lanchy,,49.8272223,3.0763889
02403,Landifay-et-Bertaignemont,,49.8180090,3.6056580
02405,Landouzy-la-Ville,,49.8618832,4.0488822
02410,Largny-sur-Automne,,49.2611112,3.0419444
02414,Lavaqueresse,,49.9497222,3.7108333
02143,Le Catelet,,50.0030556,3.2450000
02164,Le Charmel,,49.1122000,3.5504200
02379,Le Hérie-la-Viéville,,49.8230556,3.6455556
02558,Le Nouvion-en-Thiérache,,50.0180500,3.7858000
02731,Le Sourd,,49.8616667,3.7491667
02425,Leuze,,49.8522222,4.1625000
02281,L'Épine-aux-Bois,,48.8849181,3.4481365
02418,Lerzy,,49.9445744,3.8835596
02038,Les Autels,,49.7636244,4.2253156
02419,Leschelle,,49.9584375,3.7698043
02422,Lesquielles-Saint-Germain,,49.9319444,3.6219444
02424,Leury,,49.4316667,3.3372222
02427,Lhuys,,49.2807999,3.5551044
02428,Licy-Clignon,,49.0995000,3.2738500
02429,Lierval,,49.4837235,3.6166111
02430,Liesse-Notre-Dame,,49.6101283,3.8048103
02431,Liez,,49.6913889,3.2916667
02433,Lislet,,49.6854946,4.0223199
02438,Longpont,,49.2731771,3.2201765
02441,Louâtre,,49.2572051,3.2471959
02443,Lucy-le-Bocage,,49.0576000,3.2795300
02444,Lugny,,49.7816658,3.8087528
02445,Luzoir,,49.9261111,3.9627778
02446,Ly-Fontaine,,49.7352778,3.3086111
02447,Maast-et-Violaine,,49.2855822,3.4503803
02448,Mâchecourt,,49.6541000,3.8392600
02449,Macogny,,49.1662000,3.2290100
02450,Macquigny,,49.8858333,3.5525000
02455,Malzy,,49.9076679,3.7277831
02456,Manicamp,,49.5725000,3.1708333
02460,Marcy-sous-Marle,,49.7383106,3.7377390
02461,Marest-Dampcourt,,49.5987802,3.1518820
02463,Marfontaine,,49.8044444,3.7705556
02465,Marigny-en-Orxois,,49.0595000,3.2290000
02466,Marizy-Sainte-Geneviève,,49.1814000,3.2023700
02467,Marizy-Saint-Mard,,49.1795964,3.2227053
02468,Marle,,49.7400000,3.7713889
02469,Marly-Gomont,,49.9052000,3.7924000
02470,Martigny,,49.8597222,4.1375000
02473,Mayot,,49.7047222,3.3852778
02474,Mennessis,,49.6936000,3.2729100
02478,Merlieux-et-Fouquerolles,,49.5177778,3.5055556
02481,Mesnil-Saint-Laurent,,49.8302778,3.3555556
02483,Mézières-sur-Oise,,49.7838889,3.4002778
02485,Missy-aux-Bois,,49.3375000,3.2513889
02490,Monampteuil,,49.4748000,3.5723200
02491,Monceau-le-Neuf-et-Faucouzy,,49.7705556,3.6166667
02492,Monceau-lès-Leups,,49.6687000,3.4926800
02494,Monceau-sur-Oise,,49.9022222,3.6963889
02495,Mondrepuis,,49.9625181,4.0549425
02496,Monnes,,49.1469000,3.2198100
02500,Montbrehain,,49.9676795,3.3508291
02502,Montcornet,,49.6963889,4.0180556
02503,Mont-d'Origny,,49.8421250,3.4992201
02504,Montescourt-Lizerolles,,49.7371651,3.2590527
02506,Montgobert,,49.3077778,3.1491667
02507,Montgru-Saint-Hilaire,,49.1892455,3.3289588
02513,Montigny-le-Franc,,49.6892475,3.9074085
02516,Montigny-sous-Marle,,49.7491667,3.7930556
02518,Montlevon,,48.9658000,3.5399300
02519,Montloué,,49.6737156,4.0712229
02522,Mont-Saint-Jean,,49.7901414,4.2091833
02523,Mont-Saint-Martin,,49.2821030,3.6389239
02524,Mont-Saint-Père,,49.0758333,3.4902778
02521,Montreuil-aux-Lions,,49.0218654,3.1949833
02525,Morcourt,,49.8769444,3.3230556
02526,Morgny-en-Thiérache,,49.7602778,4.0786111
02527,Morsain,,49.4538000,3.1783200
02528,Mortefontaine,,49.3313129,3.0751940
02529,Mortiers,,49.6881033,3.6670747
02530,Moulins,,49.4217000,3.6847000
02531,Moussy-Verneuil,,49.4155000,3.6352200
02532,Moÿ-de-l'Aisne,,49.7533333,3.3633333
02533,Muret-et-Crouttes,,49.2834200,3.4182603
02535,Nampcelles-la-Cour,,49.7791667,4.0038889
02536,Nampteuil-sous-Muret,,49.3008971,3.4255778
02537,Nanteuil-la-Fosse,,49.4363889,3.4541667
02542,Neuflieux,,49.6194000,3.1607000
02543,Neuilly-Saint-Front,,49.1708005,3.2631904
02544,Neuve-Maison,,49.9292970,4.0338538
02549,Neuville-Saint-Amand,,49.8261858,3.3341929
02552,Neuvillette,,49.8544444,3.4830556
02555,Nogent-l'Artaud,,48.9649223,3.3185557
02556,Noircourt,,49.6686111,4.0930556
02557,Noroy-sur-Ourcq,,49.2061111,3.2147222
02559,Nouvion-et-Catillon,,49.7026000,3.4853700
02560,Nouvion-le-Comte,,49.6988889,3.4630556
02563,Noyales,,49.8991762,3.5562791
02566,Ognes,,49.6113889,3.1950000
02567,Ohis,,49.9304040,4.0098300
02568,Oigny-en-Valois,,49.2191062,3.1368636
02569,Oisy,,50.0216667,3.6700000
02570,Ollezy,,49.7341000,3.1453300
02574,Origny-en-Thiérache,,49.8954304,4.0176540
02575,Origny-Sainte-Benoite,,49.8399408,3.4879558
02577,Ostel,,49.4297861,3.5711897
02579,Oulchy-la-Ville,,49.2120000,3.3494600
02584,Papleux,,50.0216667,3.8858333
02586,Parfondeval,,49.7393774,4.1586172
02591,Pargny-les-Bois,,49.7266667,3.6241667
02592,Parpeville,,49.7851669,3.5464771
02594,Passy-en-Valois,,49.1681577,3.1950567
02596,Pavant,,48.9567000,3.2881100
02599,Pierremande,,49.5722222,3.2511111
02600,Pierrepont,,49.6541667,3.7925000
02602,Pinon,,49.4874775,3.4484869
02604,Pithon,,49.7531000,3.0978200
02605,Pleine-Selve,,49.7916667,3.5280556
02607,Ploisy,,49.3322222,3.2916667
02608,Plomion,,49.8086111,4.0188889
02610,Pommiers,,49.3935702,3.2720429
02616,Pont-Saint-Mard,,49.4954000,3.2826200
02621,Presles-et-Thierny,,49.5083333,3.6277778
02622,Priez,,49.1368673,3.2638359
02623,Prisces,,49.7797222,3.8627778
02624,Proisy,,49.8985340,3.7416112
02625,Proix,,49.9010824,3.5672415
02628,Puiseux-en-Retz,,49.2964883,3.1301970
02629,Puisieux-et-Clanlieu,,49.8547222,3.6783333
02631,Quierzy,,49.5713889,3.1441667
02632,Quincy-Basse,,49.5155000,3.3766100
02634,Raillimont,,49.7062052,4.1521097
02636,Regny,,49.8318000,3.4308200
02638,Remies,,49.6787416,3.5225751
02639,Remigny,,49.7201411,3.2891893
02640,Renansart,,49.7341667,3.4652778
02642,Résigny,,49.7372222,4.2088889
02647,Ribeauville,,50.0436112,3.5866666
02648,Ribemont,,49.7959192,3.4588395
02649,Rocourt-Saint-Martin,,49.1524912,3.3877418
02651,Rogécourt,,49.6521125,3.4278674
02652,Rogny,,49.7697112,3.8101533
02653,Romeny-sur-Marne,,48.9755000,3.3347700
02654,Romery,,49.8964411,3.7220870
02657,Rougeries,,49.8038889,3.7875000
02658,Roupy,,49.8127770,3.1841666
02660,Rouvroy-sur-Serre,,49.7204476,4.1769634
02666,Rozoy-sur-Serre,,49.7097291,4.1290370
02671,Saint-Aubin,,49.5114000,3.1888100
02674,Saint-Clément,,49.7765278,4.0716276
02679,Saint-Gengoulph,,49.1193000,3.2182700
02680,Saint-Gobain,,49.5967000,3.3759000
02684,Saint-Michel,,49.9186556,4.1340444
02685,Saint-Nicolas-aux-Bois,,49.5921767,3.4302236
02686,Saint-Paul-aux-Bois,,49.5313000,3.2046000
02689,Saint-Pierremont,,49.7223330,3.8820725
02693,Saint-Rémy-Blanzy,,49.2416667,3.3105556
02694,Saint-Simon,,49.7445000,3.1712700
02696,Samoussy,,49.5847612,3.7346118
02699,Saponay,,49.2145000,3.4810000
02701,Saulchery,,48.9754000,3.3047000
02704,Selens,,49.5015951,3.2094845
02707,Septvaux,,49.5709000,3.3770400
02710,Seraucourt-le-Grand,,49.7779578,3.2099421
02716,Servais,,49.6211111,3.3444444
02717,Séry-lès-Mézières,,49.7750000,3.4205556
02718,Silly-la-Poterie,,49.1977778,3.1480556
02719,Sinceny,,49.5969444,3.2472222
02721,Sissy,,49.8029229,3.4306763
02723,Soize,,49.7016667,4.0852778
02724,Sommelans,,49.1377434,3.2940834
02725,Sommeron,,49.9519444,3.9402778
02726,Sommette-Eaucourt,,49.7391000,3.1166300
02727,Sons-et-Ronchères,,49.7616000,3.6743100
02729,Soucy,,49.3136111,3.1266667
02732,Surfontaine,,49.7516667,3.4661111
02733,Suzy,,49.5588188,3.4566822
02734,Taillefontaine,,49.3119884,3.0417096
02715,Serval,,49.3537337,3.6870152
02737,Tavaux-et-Pontséricourt,,49.7299166,3.9030408
02738,Tergnier,,49.6558465,3.2918511
02741,Thenelles,,49.8300316,3.4686661
02742,Thiernu,,49.7616667,3.7897222
02745,Toulis-et-Attencourt,,49.7003886,3.7452651
02746,Travecy,,49.6875184,3.3593635
02749,Troësnes,,49.1938889,3.1705556
02750,Trosly-Loire,,49.5178000,3.2262600
02752,Tugny-et-Pont,,49.7590000,3.1541700
02753,Tupigny,,49.9577778,3.6083333
02754,Ugny-le-Gay,,49.6605556,3.1608333
02756,Urvillers,,49.7900000,3.3102778
02757,Vadencourt,,49.9300000,3.5797222
02766,Vaudesson,,49.4710332,3.4848413
02768,Vauxaillon,,49.4768989,3.4064731
02767,Vauxrezis,,49.4141667,3.2816667
02779,Vénérolles,,49.9833333,3.6402778
02786,Verneuil-sous-Coucy,,49.5421230,3.3144980
02788,Versigny,,49.6533628,3.4351147
02790,Vesles-et-Caumont,,49.6700000,3.7854800
02792,Veuilly-la-Poterie,,49.0850265,3.2130236
02796,Vichel-Nanteuil,,49.1876000,3.2899200
02817,Ville-Savoye,,49.2932000,3.6405400
02808,Villeneuve-Saint-Germain,,49.3800000,3.3594444
02809,Villeneuve-sur-Fère,,49.1783333,3.4758333
02810,Villequier-Aumont,,49.6580556,3.2069444
02813,Villers-Cotterêts,,49.2549479,3.0909275
02812,Villers-Hélon,,49.2641483,3.2629052
02814,Villers-lès-Guise,,49.9189851,3.6778375
02815,Villers-Saint-Christophe,,49.7787408,3.0918528
02816,Villers-sur-Fère,,49.1828369,3.5337875
02818,Villiers-Saint-Denis,,48.9915798,3.2667407
02819,Vincy-Reuil-et-Magny,,49.7174131,4.0592187
02820,Viry-Noureuil,,49.6305172,3.2451299
02822,Vivières,,49.3011112,3.1026451
02823,Voharies,,49.7891667,3.7955556
02827,Voulpaix,,49.8400000,3.8313889
02828,Voyenne,,49.7242000,3.7352100
02830,Wassigny,,50.0138889,3.6008333
02831,Watigny,,49.9025000,4.1991667
02832,Wiège-Faty,,49.8847520,3.7120107
02833,Wimy,,49.9342817,3.9995230
02834,Wissignicourt,,49.5230444,3.4468446
